"order_id","customer_id","employee_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","_sdc_extracted_at","_sdc_received_at","_sdc_batched_at","_sdc_deleted_at","_sdc_sequence","_sdc_table_version","_sdc_sync_started_at","order_id-2","product_id","unit_price","quantity","discount","_sdc_extracted_at-2","_sdc_received_at-2","_sdc_batched_at-2","_sdc_deleted_at-2","_sdc_sequence-2","_sdc_table_version-2","_sdc_sync_started_at-2"
"10520","SANTG","7","1997-04-29","1997-05-27","1997-05-01","1","13.37","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway","2025-01-28 21:00:22.010742","2025-01-28 21:00:22.938821","2025-01-28 21:00:22.880445",NULL,"1738098022939",NULL,"1738098022345","10520","53","32.8","5","0","2025-01-28 21:00:22.143841","2025-01-28 21:00:23.215104","2025-01-28 21:00:23.115917",NULL,"1738098023215",NULL,"1738098022345"
"10521","CACTU","8","1997-04-29","1997-05-27","1997-05-02","2","17.22","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina","2025-01-28 21:00:22.010875","2025-01-28 21:00:22.938987","2025-01-28 21:00:22.880445",NULL,"1738098022939",NULL,"1738098022345","10521","35","18","3","0","2025-01-28 21:00:22.143938","2025-01-28 21:00:23.215216","2025-01-28 21:00:23.115917",NULL,"1738098023215",NULL,"1738098022345"
"10521","CACTU","8","1997-04-29","1997-05-27","1997-05-02","2","17.22","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina","2025-01-28 21:00:22.010875","2025-01-28 21:00:22.938987","2025-01-28 21:00:22.880445",NULL,"1738098022939",NULL,"1738098022345","10521","41","9.65","10","0","2025-01-28 21:00:22.144038","2025-01-28 21:00:23.215329","2025-01-28 21:00:23.115917",NULL,"1738098023215",NULL,"1738098022345"
"10521","CACTU","8","1997-04-29","1997-05-27","1997-05-02","2","17.22","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina","2025-01-28 21:00:22.010875","2025-01-28 21:00:22.938987","2025-01-28 21:00:22.880445",NULL,"1738098022939",NULL,"1738098022345","10521","68","12.5","6","0","2025-01-28 21:00:22.144166","2025-01-28 21:00:23.21544","2025-01-28 21:00:23.115917",NULL,"1738098023215",NULL,"1738098022345"
"10522","LEHMS","4","1997-04-30","1997-05-28","1997-05-06","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.011015","2025-01-28 21:00:22.939198","2025-01-28 21:00:22.880445",NULL,"1738098022939",NULL,"1738098022345","10522","1","18","40","0.2","2025-01-28 21:00:22.144268","2025-01-28 21:00:23.21558","2025-01-28 21:00:23.115917",NULL,"1738098023216",NULL,"1738098022345"
"10522","LEHMS","4","1997-04-30","1997-05-28","1997-05-06","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.011015","2025-01-28 21:00:22.939198","2025-01-28 21:00:22.880445",NULL,"1738098022939",NULL,"1738098022345","10522","8","40","24","0","2025-01-28 21:00:22.144362","2025-01-28 21:00:23.21571","2025-01-28 21:00:23.115917",NULL,"1738098023216",NULL,"1738098022345"
"10522","LEHMS","4","1997-04-30","1997-05-28","1997-05-06","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.011015","2025-01-28 21:00:22.939198","2025-01-28 21:00:22.880445",NULL,"1738098022939",NULL,"1738098022345","10522","30","25.89","20","0.2","2025-01-28 21:00:22.144476","2025-01-28 21:00:23.215827","2025-01-28 21:00:23.115917",NULL,"1738098023216",NULL,"1738098022345"
"10522","LEHMS","4","1997-04-30","1997-05-28","1997-05-06","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.011015","2025-01-28 21:00:22.939198","2025-01-28 21:00:22.880445",NULL,"1738098022939",NULL,"1738098022345","10522","40","18.4","25","0.2","2025-01-28 21:00:22.14459","2025-01-28 21:00:23.21594","2025-01-28 21:00:23.115917",NULL,"1738098023216",NULL,"1738098022345"
"10523","SEVES","7","1997-05-01","1997-05-29","1997-05-30","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK","2025-01-28 21:00:22.011164","2025-01-28 21:00:22.939513","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10523","17","39","25","0.1","2025-01-28 21:00:22.144651","2025-01-28 21:00:23.216053","2025-01-28 21:00:23.115917",NULL,"1738098023216",NULL,"1738098022345"
"10523","SEVES","7","1997-05-01","1997-05-29","1997-05-30","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK","2025-01-28 21:00:22.011164","2025-01-28 21:00:22.939513","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10523","20","81","15","0.1","2025-01-28 21:00:22.144726","2025-01-28 21:00:23.216164","2025-01-28 21:00:23.115917",NULL,"1738098023216",NULL,"1738098022345"
"10523","SEVES","7","1997-05-01","1997-05-29","1997-05-30","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK","2025-01-28 21:00:22.011164","2025-01-28 21:00:22.939513","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10523","37","26","18","0.1","2025-01-28 21:00:22.14481","2025-01-28 21:00:23.216275","2025-01-28 21:00:23.115917",NULL,"1738098023216",NULL,"1738098022345"
"10523","SEVES","7","1997-05-01","1997-05-29","1997-05-30","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK","2025-01-28 21:00:22.011164","2025-01-28 21:00:22.939513","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10523","41","9.65","6","0.1","2025-01-28 21:00:22.144894","2025-01-28 21:00:23.216393","2025-01-28 21:00:23.115917",NULL,"1738098023216",NULL,"1738098022345"
"10524","BERGS","1","1997-05-01","1997-05-29","1997-05-07","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","2025-01-28 21:00:22.01131","2025-01-28 21:00:22.93969","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10524","10","31","2","0","2025-01-28 21:00:22.144982","2025-01-28 21:00:23.216507","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10524","BERGS","1","1997-05-01","1997-05-29","1997-05-07","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","2025-01-28 21:00:22.01131","2025-01-28 21:00:22.93969","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10524","30","25.89","10","0","2025-01-28 21:00:22.145079","2025-01-28 21:00:23.216621","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10524","BERGS","1","1997-05-01","1997-05-29","1997-05-07","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","2025-01-28 21:00:22.01131","2025-01-28 21:00:22.93969","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10524","43","46","60","0","2025-01-28 21:00:22.145133","2025-01-28 21:00:23.216732","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10524","BERGS","1","1997-05-01","1997-05-29","1997-05-07","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","2025-01-28 21:00:22.01131","2025-01-28 21:00:22.93969","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10524","54","7.45","15","0","2025-01-28 21:00:22.145188","2025-01-28 21:00:23.216843","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10525","BONAP","1","1997-05-02","1997-05-30","1997-05-23","2","11.06","Bon app'","12, rue des Bouchers","Marseille","","13008","France","2025-01-28 21:00:22.011452","2025-01-28 21:00:22.939865","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10525","36","19","30","0","2025-01-28 21:00:22.145281","2025-01-28 21:00:23.216957","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10525","BONAP","1","1997-05-02","1997-05-30","1997-05-23","2","11.06","Bon app'","12, rue des Bouchers","Marseille","","13008","France","2025-01-28 21:00:22.011452","2025-01-28 21:00:22.939865","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10525","40","18.4","15","0.1","2025-01-28 21:00:22.145395","2025-01-28 21:00:23.217071","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10526","WARTH","4","1997-05-05","1997-06-02","1997-05-15","2","58.59","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","2025-01-28 21:00:22.011536","2025-01-28 21:00:22.940034","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10526","1","18","8","0.15","2025-01-28 21:00:22.145463","2025-01-28 21:00:23.217187","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10526","WARTH","4","1997-05-05","1997-06-02","1997-05-15","2","58.59","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","2025-01-28 21:00:22.011536","2025-01-28 21:00:22.940034","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10526","13","6","10","0","2025-01-28 21:00:22.145548","2025-01-28 21:00:23.217298","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10526","WARTH","4","1997-05-05","1997-06-02","1997-05-15","2","58.59","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","2025-01-28 21:00:22.011536","2025-01-28 21:00:22.940034","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10526","56","38","30","0.15","2025-01-28 21:00:22.145667","2025-01-28 21:00:23.217412","2025-01-28 21:00:23.115917",NULL,"1738098023217",NULL,"1738098022345"
"10527","QUICK","7","1997-05-05","1997-06-02","1997-05-07","1","41.9","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","2025-01-28 21:00:22.011597","2025-01-28 21:00:22.940199","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10527","4","22","50","0.1","2025-01-28 21:00:22.145775","2025-01-28 21:00:23.217526","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10527","QUICK","7","1997-05-05","1997-06-02","1997-05-07","1","41.9","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","2025-01-28 21:00:22.011597","2025-01-28 21:00:22.940199","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10527","36","19","30","0.1","2025-01-28 21:00:22.145873","2025-01-28 21:00:23.217677","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10528","GREAL","6","1997-05-06","1997-05-20","1997-05-09","2","3.35","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","2025-01-28 21:00:22.011654","2025-01-28 21:00:22.94037","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10528","11","21","3","0","2025-01-28 21:00:22.145945","2025-01-28 21:00:23.217801","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10528","GREAL","6","1997-05-06","1997-05-20","1997-05-09","2","3.35","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","2025-01-28 21:00:22.011654","2025-01-28 21:00:22.94037","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10528","33","2.5","8","0.2","2025-01-28 21:00:22.146012","2025-01-28 21:00:23.217918","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10528","GREAL","6","1997-05-06","1997-05-20","1997-05-09","2","3.35","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","2025-01-28 21:00:22.011654","2025-01-28 21:00:22.94037","2025-01-28 21:00:22.880445",NULL,"1738098022940",NULL,"1738098022345","10528","72","34.8","9","0","2025-01-28 21:00:22.146135","2025-01-28 21:00:23.218029","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10529","MAISD","5","1997-05-07","1997-06-04","1997-05-09","2","66.69","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","2025-01-28 21:00:22.01171","2025-01-28 21:00:22.940551","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10529","55","24","14","0","2025-01-28 21:00:22.146189","2025-01-28 21:00:23.218141","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10529","MAISD","5","1997-05-07","1997-06-04","1997-05-09","2","66.69","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","2025-01-28 21:00:22.01171","2025-01-28 21:00:22.940551","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10529","68","12.5","20","0","2025-01-28 21:00:22.146228","2025-01-28 21:00:23.218259","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10529","MAISD","5","1997-05-07","1997-06-04","1997-05-09","2","66.69","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","2025-01-28 21:00:22.01171","2025-01-28 21:00:22.940551","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10529","69","36","10","0","2025-01-28 21:00:22.146322","2025-01-28 21:00:23.218375","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10530","PICCO","3","1997-05-08","1997-06-05","1997-05-12","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","2025-01-28 21:00:22.011778","2025-01-28 21:00:22.940726","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10530","17","39","40","0","2025-01-28 21:00:22.146434","2025-01-28 21:00:23.218495","2025-01-28 21:00:23.115917",NULL,"1738098023218",NULL,"1738098022345"
"10530","PICCO","3","1997-05-08","1997-06-05","1997-05-12","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","2025-01-28 21:00:22.011778","2025-01-28 21:00:22.940726","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10530","43","46","25","0","2025-01-28 21:00:22.146521","2025-01-28 21:00:23.218609","2025-01-28 21:00:23.115917",NULL,"1738098023219",NULL,"1738098022345"
"10530","PICCO","3","1997-05-08","1997-06-05","1997-05-12","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","2025-01-28 21:00:22.011778","2025-01-28 21:00:22.940726","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10530","61","28.5","20","0","2025-01-28 21:00:22.146654","2025-01-28 21:00:23.218721","2025-01-28 21:00:23.115917",NULL,"1738098023219",NULL,"1738098022345"
"10530","PICCO","3","1997-05-08","1997-06-05","1997-05-12","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","2025-01-28 21:00:22.011778","2025-01-28 21:00:22.940726","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10530","76","18","50","0","2025-01-28 21:00:22.146733","2025-01-28 21:00:23.218832","2025-01-28 21:00:23.115917",NULL,"1738098023219",NULL,"1738098022345"
"10531","OCEAN","7","1997-05-08","1997-06-05","1997-05-19","1","8.12","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires","","1010","Argentina","2025-01-28 21:00:22.011862","2025-01-28 21:00:22.940896","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10531","59","55","2","0","2025-01-28 21:00:22.14684","2025-01-28 21:00:23.218995","2025-01-28 21:00:23.115917",NULL,"1738098023219",NULL,"1738098022345"
"10532","EASTC","7","1997-05-09","1997-06-06","1997-05-12","3","74.46","Eastern Connection","35 King George","London","","WX3 6FW","UK","2025-01-28 21:00:22.011962","2025-01-28 21:00:22.941062","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10532","30","25.89","15","0","2025-01-28 21:00:22.146952","2025-01-28 21:00:23.219281","2025-01-28 21:00:23.115917",NULL,"1738098023219",NULL,"1738098022345"
"10532","EASTC","7","1997-05-09","1997-06-06","1997-05-12","3","74.46","Eastern Connection","35 King George","London","","WX3 6FW","UK","2025-01-28 21:00:22.011962","2025-01-28 21:00:22.941062","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10532","66","17","24","0","2025-01-28 21:00:22.147063","2025-01-28 21:00:23.219455","2025-01-28 21:00:23.115917",NULL,"1738098023219",NULL,"1738098022345"
"10533","FOLKO","8","1997-05-12","1997-06-09","1997-05-22","1","188.04","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","2025-01-28 21:00:22.012047","2025-01-28 21:00:22.941308","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10533","4","22","50","0.05","2025-01-28 21:00:22.147177","2025-01-28 21:00:23.219639","2025-01-28 21:00:23.115917",NULL,"1738098023220",NULL,"1738098022345"
"10533","FOLKO","8","1997-05-12","1997-06-09","1997-05-22","1","188.04","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","2025-01-28 21:00:22.012047","2025-01-28 21:00:22.941308","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10533","72","34.8","24","0","2025-01-28 21:00:22.147292","2025-01-28 21:00:23.219773","2025-01-28 21:00:23.115917",NULL,"1738098023220",NULL,"1738098022345"
"10533","FOLKO","8","1997-05-12","1997-06-09","1997-05-22","1","188.04","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","2025-01-28 21:00:22.012047","2025-01-28 21:00:22.941308","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10533","73","15","24","0.05","2025-01-28 21:00:22.147401","2025-01-28 21:00:23.219903","2025-01-28 21:00:23.115917",NULL,"1738098023220",NULL,"1738098022345"
"10534","LEHMS","8","1997-05-12","1997-06-09","1997-05-14","2","27.94","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.012127","2025-01-28 21:00:22.941488","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10534","30","25.89","10","0","2025-01-28 21:00:22.147468","2025-01-28 21:00:23.220027","2025-01-28 21:00:23.115917",NULL,"1738098023220",NULL,"1738098022345"
"10534","LEHMS","8","1997-05-12","1997-06-09","1997-05-14","2","27.94","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.012127","2025-01-28 21:00:22.941488","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10534","40","18.4","10","0.2","2025-01-28 21:00:22.147537","2025-01-28 21:00:23.220147","2025-01-28 21:00:23.115917",NULL,"1738098023220",NULL,"1738098022345"
"10534","LEHMS","8","1997-05-12","1997-06-09","1997-05-14","2","27.94","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.012127","2025-01-28 21:00:22.941488","2025-01-28 21:00:22.880445",NULL,"1738098022941",NULL,"1738098022345","10534","54","7.45","10","0.2","2025-01-28 21:00:22.147595","2025-01-28 21:00:23.22026","2025-01-28 21:00:23.115917",NULL,"1738098023220",NULL,"1738098022345"
"10535","ANTON","4","1997-05-13","1997-06-10","1997-05-21","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","2025-01-28 21:00:22.012271","2025-01-28 21:00:22.941739","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10535","11","21","50","0.1","2025-01-28 21:00:22.147655","2025-01-28 21:00:23.220387","2025-01-28 21:00:23.115917",NULL,"1738098023220",NULL,"1738098022345"
"10535","ANTON","4","1997-05-13","1997-06-10","1997-05-21","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","2025-01-28 21:00:22.012271","2025-01-28 21:00:22.941739","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10535","40","18.4","10","0.1","2025-01-28 21:00:22.147748","2025-01-28 21:00:23.220501","2025-01-28 21:00:23.115917",NULL,"1738098023221",NULL,"1738098022345"
"10535","ANTON","4","1997-05-13","1997-06-10","1997-05-21","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","2025-01-28 21:00:22.012271","2025-01-28 21:00:22.941739","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10535","57","19.5","5","0.1","2025-01-28 21:00:22.147845","2025-01-28 21:00:23.220615","2025-01-28 21:00:23.115917",NULL,"1738098023221",NULL,"1738098022345"
"10535","ANTON","4","1997-05-13","1997-06-10","1997-05-21","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","2025-01-28 21:00:22.012271","2025-01-28 21:00:22.941739","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10535","59","55","15","0.1","2025-01-28 21:00:22.147929","2025-01-28 21:00:23.220727","2025-01-28 21:00:23.115917",NULL,"1738098023221",NULL,"1738098022345"
"10536","LEHMS","3","1997-05-14","1997-06-11","1997-06-06","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.012436","2025-01-28 21:00:22.941927","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10536","12","38","15","0.25","2025-01-28 21:00:22.148012","2025-01-28 21:00:23.220839","2025-01-28 21:00:23.115917",NULL,"1738098023221",NULL,"1738098022345"
"10536","LEHMS","3","1997-05-14","1997-06-11","1997-06-06","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.012436","2025-01-28 21:00:22.941927","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10536","31","12.5","20","0","2025-01-28 21:00:22.14811","2025-01-28 21:00:23.22104","2025-01-28 21:00:23.115917",NULL,"1738098023221",NULL,"1738098022345"
"10536","LEHMS","3","1997-05-14","1997-06-11","1997-06-06","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.012436","2025-01-28 21:00:22.941927","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10536","33","2.5","30","0","2025-01-28 21:00:22.148205","2025-01-28 21:00:23.221178","2025-01-28 21:00:23.115917",NULL,"1738098023221",NULL,"1738098022345"
"10536","LEHMS","3","1997-05-14","1997-06-11","1997-06-06","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","2025-01-28 21:00:22.012436","2025-01-28 21:00:22.941927","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10536","60","34","35","0.25","2025-01-28 21:00:22.148283","2025-01-28 21:00:23.221293","2025-01-28 21:00:23.115917",NULL,"1738098023221",NULL,"1738098022345"
"10537","RICSU","1","1997-05-14","1997-05-28","1997-05-19","1","78.85","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","2025-01-28 21:00:22.012547","2025-01-28 21:00:22.942095","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10537","31","12.5","30","0","2025-01-28 21:00:22.148396","2025-01-28 21:00:23.221407","2025-01-28 21:00:23.115917",NULL,"1738098023221",NULL,"1738098022345"
"10537","RICSU","1","1997-05-14","1997-05-28","1997-05-19","1","78.85","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","2025-01-28 21:00:22.012547","2025-01-28 21:00:22.942095","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10537","51","53","6","0","2025-01-28 21:00:22.148467","2025-01-28 21:00:23.221519","2025-01-28 21:00:23.115917",NULL,"1738098023222",NULL,"1738098022345"
"10537","RICSU","1","1997-05-14","1997-05-28","1997-05-19","1","78.85","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","2025-01-28 21:00:22.012547","2025-01-28 21:00:22.942095","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10537","58","13.25","20","0","2025-01-28 21:00:22.148563","2025-01-28 21:00:23.221683","2025-01-28 21:00:23.115917",NULL,"1738098023222",NULL,"1738098022345"
"10537","RICSU","1","1997-05-14","1997-05-28","1997-05-19","1","78.85","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","2025-01-28 21:00:22.012547","2025-01-28 21:00:22.942095","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10537","72","34.8","21","0","2025-01-28 21:00:22.148664","2025-01-28 21:00:23.221864","2025-01-28 21:00:23.115917",NULL,"1738098023222",NULL,"1738098022345"
"10537","RICSU","1","1997-05-14","1997-05-28","1997-05-19","1","78.85","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","2025-01-28 21:00:22.012547","2025-01-28 21:00:22.942095","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10537","73","15","9","0","2025-01-28 21:00:22.148749","2025-01-28 21:00:23.221987","2025-01-28 21:00:23.115917",NULL,"1738098023222",NULL,"1738098022345"
"10538","BSBEV","9","1997-05-15","1997-06-12","1997-05-16","3","4.87","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK","2025-01-28 21:00:22.012626","2025-01-28 21:00:22.942263","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10538","70","15","7","0","2025-01-28 21:00:22.148862","2025-01-28 21:00:23.222106","2025-01-28 21:00:23.115917",NULL,"1738098023222",NULL,"1738098022345"
"10538","BSBEV","9","1997-05-15","1997-06-12","1997-05-16","3","4.87","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK","2025-01-28 21:00:22.012626","2025-01-28 21:00:22.942263","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10538","72","34.8","1","0","2025-01-28 21:00:22.148978","2025-01-28 21:00:23.222221","2025-01-28 21:00:23.115917",NULL,"1738098023222",NULL,"1738098022345"
"10539","BSBEV","6","1997-05-16","1997-06-13","1997-05-23","3","12.36","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK","2025-01-28 21:00:22.012744","2025-01-28 21:00:22.94243","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10539","13","6","8","0","2025-01-28 21:00:22.149091","2025-01-28 21:00:23.222335","2025-01-28 21:00:23.115917",NULL,"1738098023222",NULL,"1738098022345"
"10539","BSBEV","6","1997-05-16","1997-06-13","1997-05-23","3","12.36","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK","2025-01-28 21:00:22.012744","2025-01-28 21:00:22.94243","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10539","21","10","15","0","2025-01-28 21:00:22.149209","2025-01-28 21:00:23.222447","2025-01-28 21:00:23.115917",NULL,"1738098023222",NULL,"1738098022345"
"10539","BSBEV","6","1997-05-16","1997-06-13","1997-05-23","3","12.36","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK","2025-01-28 21:00:22.012744","2025-01-28 21:00:22.94243","2025-01-28 21:00:22.880445",NULL,"1738098022942",NULL,"1738098022345","10539","33","2.5","15","0","2025-01-28 21:00:22.149338","2025-01-28 21:00:23.222559","2025-01-28 21:00:23.115917",NULL,"1738098023223",NULL,"1738098022345"
